customer_id,subscription_start_date,subscription_end_date,last_login_date,total_spend,customer_support_tickets,churned,age,gender,location
933,2022-12-06,2023-03-18,2023-12-18,3237.459182405525,5,True,25,Female,Suburban
934,2021-05-31,2021-10-31,2023-07-19,3578.3698370072166,5,True,67,Male,Rural
935,2022-01-31,2022-09-29,2024-01-01,1292.329437318871,5,False,65,Female,Rural
936,2022-11-08,2024-08-31,2023-09-21,3359.8248057680894,4,False,30,Female,Urban
937,2021-08-29,2023-06-04,2023-11-13,1905.4964007041717,6,False,65,Male,Suburban
938,2022-05-08,2022-08-26,2023-08-28,1936.2260095766292,12,True,67,Female,Urban
939,2021-04-04,2022-06-28,2023-06-12,5959.558852886744,4,False,37,Female,Urban
940,2022-01-28,2022-06-15,2023-10-12,972.2416416276026,3,True,37,Female,Urban
941,2021-11-27,2022-02-05,2023-09-14,1740.590074344919,12,True,67,Female,Urban
942,2022-09-16,2022-11-07,2023-12-16,1373.8904607651411,6,True,41,Male,Suburban
943,2021-11-17,2022-02-19,2023-08-14,2108.278994869819,6,True,50,Male,Suburban
944,2021-11-09,2023-05-02,2023-06-08,2456.188220376742,1,False,51,Male,Rural
945,2022-07-13,2023-04-19,2023-10-13,6634.562351265167,8,False,42,Male,Suburban
946,2022-03-19,2023-12-29,2023-06-30,4892.7556066252055,7,False,55,Male,Rural
947,2022-04-01,2022-08-19,2023-07-04,3472.586189866496,11,True,45,Male,Suburban
948,2022-03-25,2022-07-30,2023-12-23,1392.0301418280396,3,True,51,Female,Rural
949,2021-10-09,2023-05-26,2023-09-27,5504.5709770355315,2,False,49,Male,Rural
950,2021-11-26,2022-04-02,2023-10-29,1063.5956959927548,4,True,41,Female,Urban
951,2021-07-25,2023-02-15,2023-10-05,5581.984645456725,9,False,21,Female,Rural
952,2022-02-26,2022-08-11,2023-08-27,915.4403069906689,9,True,41,Female,Rural
953,2022-02-25,2022-08-20,2023-07-16,875.5528728474263,6,True,46,Female,Rural
954,2021-01-14,2021-03-13,2023-09-23,123.95938067652507,8,True,55,Female,Suburban
955,2021-09-16,2021-12-28,2023-12-24,660.8048871272612,4,True,23,Male,Rural
956,2022-10-09,2023-01-09,2023-06-09,2243.497277861338,11,True,22,Male,Urban
957,2021-09-30,2022-01-29,2023-09-03,2552.136631826046,4,True,68,Female,Urban
958,2021-07-27,2021-10-04,2023-11-26,1835.5520647679773,11,True,42,Male,Suburban
959,2022-11-10,2023-04-16,2023-08-30,2233.0963134114,6,True,38,Male,Suburban
960,2022-01-21,2022-06-13,2023-11-24,1645.8092233797156,3,True,66,Female,Urban
961,2021-11-29,2022-05-23,2023-08-29,1073.6851893914654,10,True,52,Male,Rural
962,2021-03-23,2021-12-12,2023-06-12,4544.479655555391,7,False,46,Female,Rural
963,2022-08-15,2024-07-06,2023-06-22,2326.3101689077603,1,False,62,Male,Suburban
964,2022-08-06,2022-12-17,2023-07-21,1026.7847324142185,10,True,64,Male,Rural
965,2021-01-02,2021-07-28,2023-06-28,1383.3329721046712,8,False,43,Female,Rural
966,2022-05-31,2022-09-16,2023-09-14,1621.9145813202115,2,True,56,Female,Rural
967,2021-01-15,2021-02-14,2023-07-16,1647.2358331161913,8,True,64,Male,Urban
968,2022-09-19,2023-08-05,2023-12-03,6386.032167239824,0,False,69,Female,Urban
969,2021-03-30,2021-05-04,2023-10-16,3267.3704053256597,5,True,20,Female,Urban
970,2022-02-27,2022-06-11,2023-09-06,1812.7459866325637,11,True,50,Male,Suburban
971,2021-02-08,2022-10-18,2023-08-06,365.4073257543673,0,False,55,Male,Urban
972,2021-10-22,2023-08-15,2023-07-22,967.5230016393738,1,False,19,Male,Urban
973,2021-10-18,2021-12-30,2023-08-26,297.0088579025255,9,True,50,Female,Urban
974,2022-05-21,2022-07-17,2023-06-29,2939.469962000105,2,True,41,Female,Suburban
975,2021-04-01,2021-06-27,2023-08-15,1504.0168985750163,6,True,44,Male,Suburban
976,2022-10-17,2023-07-16,2023-09-16,2433.869555391781,2,False,51,Female,Urban
977,2022-07-22,2022-09-14,2023-10-21,2703.103944611659,9,True,31,Male,Urban
978,2021-05-31,2022-07-19,2023-10-17,1217.285261341824,4,False,35,Male,Rural
979,2022-01-12,2022-04-20,2023-12-28,231.8072337448367,8,True,69,Female,Urban
980,2021-02-12,2021-08-31,2023-06-16,703.2864905129887,2,False,49,Female,Suburban
981,2021-05-04,2022-10-09,2023-11-01,3627.080505338376,4,False,55,Male,Rural
982,2021-11-22,2023-07-15,2023-09-06,6773.393313884226,7,False,39,Female,Rural
983,2021-03-27,2023-01-28,2023-08-25,3451.1639723219855,7,False,24,Female,Urban
984,2022-04-21,2022-05-30,2023-09-07,2486.725075594009,4,True,18,Female,Suburban
985,2021-05-27,2021-07-12,2023-11-07,232.8072354418333,10,True,30,Female,Rural
986,2021-09-10,2022-01-02,2023-11-26,3384.393291072499,4,True,41,Male,Suburban
987,2022-01-11,2022-06-01,2023-10-07,2299.106527515843,10,True,32,Male,Urban
988,2021-04-29,2021-06-07,2023-12-13,2824.2537329992692,11,True,22,Female,Suburban
989,2022-01-31,2022-12-14,2023-12-05,3212.0864700843476,0,False,22,Female,Urban
990,2021-10-18,2023-06-02,2023-07-14,4624.852561896004,2,False,52,Female,Urban
991,2022-09-16,2023-01-19,2023-10-06,3932.6585951518396,10,True,43,Female,Suburban
992,2021-09-10,2021-11-10,2023-08-08,1412.1812695438487,6,True,23,Female,Urban
993,2022-05-14,2022-07-18,2023-09-10,2050.1784183165046,9,True,58,Female,Urban
994,2022-04-04,2022-09-05,2023-11-15,2611.834299918008,11,True,29,Male,Suburban
995,2022-08-09,2024-03-11,2023-08-06,6327.437476081531,5,False,54,Male,Suburban
996,2021-02-10,2021-10-11,2023-06-10,789.6966188212201,1,False,30,Male,Rural
997,2022-02-22,2022-04-07,2023-12-27,2729.4978420781595,6,True,44,Male,Urban
998,2021-02-21,2022-03-13,2023-09-26,2485.2069308857326,3,False,61,Male,Suburban
999,2021-02-11,2021-06-15,2023-11-01,2133.2850370624874,4,True,26,Male,Rural
1000,2021-07-23,2021-12-11,2023-12-22,3610.812500349186,9,True,55,Female,Urban
1001,2021-12-26,2023-06-13,2023-12-28,2524.271680681501,3,False,23,Female,Urban
1002,2021-07-26,2022-05-01,2023-09-27,653.6617649590753,5,False,30,Male,Rural
1003,2021-01-05,2022-06-14,2023-07-13,4970.699381376624,6,False,25,Male,Suburban
1004,2022-02-22,2022-08-17,2023-09-06,729.9581598742881,8,True,30,Male,Rural
1005,2022-02-20,2023-09-19,2023-12-04,1142.0152915954188,2,False,31,Male,Urban
1006,2021-09-13,2022-03-21,2023-09-04,4553.809501851832,2,False,62,Female,Suburban
1007,2022-08-04,2022-11-27,2023-10-04,2389.1491753018736,7,True,62,Male,Rural
1008,2021-07-31,2021-09-14,2023-08-08,3794.3103871046706,2,True,20,Male,Suburban
1009,2022-07-08,2022-08-20,2023-07-01,3178.5458383126015,7,True,33,Male,Suburban
1010,2022-04-10,2023-11-05,2023-10-06,3635.7876043523042,7,False,52,Male,Urban
1011,2021-11-12,2022-05-07,2023-09-02,2303.671119818174,10,True,37,Male,Suburban
1012,2022-12-02,2023-04-20,2023-06-22,3726.5835481819336,6,True,18,Male,Rural
1013,2021-09-12,2022-12-04,2023-08-16,5718.112299845801,6,False,33,Male,Rural
1014,2021-08-16,2022-06-21,2023-12-02,226.79393536478838,0,False,50,Male,Urban
1015,2022-05-09,2023-12-24,2023-09-23,1982.5617344843806,9,False,66,Female,Suburban
1016,2021-05-24,2021-10-23,2023-12-09,3804.596803839704,11,True,39,Female,Suburban
1017,2021-12-15,2022-11-08,2023-11-08,3511.8277963282194,4,False,42,Male,Rural
1018,2022-06-03,2023-01-11,2023-10-10,6109.819412924972,6,False,40,Female,Rural
1019,2021-06-08,2022-08-13,2023-10-14,4256.845262541168,5,False,61,Male,Suburban
1020,2021-07-31,2022-06-07,2023-08-09,5704.019457577531,6,False,62,Female,Suburban
1021,2021-10-13,2021-11-12,2023-11-30,3649.6895286481554,8,True,19,Female,Urban
1022,2021-05-24,2022-06-01,2023-07-17,2504.0175044174794,5,False,33,Female,Suburban
1023,2022-09-17,2023-09-18,2023-06-11,5690.984309028608,6,False,36,Female,Rural
1024,2022-05-15,2024-03-19,2023-09-28,2936.090869207314,7,False,50,Female,Urban
1025,2022-02-05,2023-11-24,2023-10-07,6827.84199370542,0,False,47,Female,Rural
1026,2021-08-02,2022-06-30,2023-11-01,6204.924886572634,4,False,38,Male,Rural
1027,2022-02-03,2022-07-03,2023-12-20,3701.7016125316113,7,True,19,Female,Rural
1028,2022-11-10,2023-01-21,2023-08-11,480.35428390831765,4,True,31,Male,Urban
1029,2022-06-29,2022-08-29,2023-08-20,2753.602157212632,6,True,58,Female,Rural
1030,2021-01-09,2021-06-13,2023-06-24,2513.723921174505,8,True,69,Female,Rural
1031,2022-03-29,2023-02-08,2023-12-01,6206.509672122623,3,False,39,Female,Urban
1032,2022-12-25,2023-05-17,2023-06-16,3307.526208911838,2,True,69,Male,Rural
1033,2022-01-05,2022-05-18,2023-06-11,630.7121032450084,9,True,68,Male,Suburban
1034,2022-04-17,2023-02-20,2023-07-27,6395.169374134424,7,False,21,Male,Urban
1035,2021-12-02,2022-01-23,2023-12-14,849.9914054570523,11,True,66,Male,Rural
1036,2022-09-09,2023-07-22,2023-07-04,4574.471117161227,7,False,39,Male,Rural
1037,2021-12-19,2022-05-12,2023-10-06,955.3188058001589,2,True,25,Male,Rural
1038,2021-09-01,2022-02-06,2023-10-18,3858.2350344262823,8,True,39,Male,Urban
1039,2022-04-28,2022-07-26,2023-10-28,3731.05480839455,4,True,52,Male,Rural
1040,2021-01-20,2021-04-14,2023-12-01,1277.1628093557847,9,True,47,Female,Suburban
1041,2021-09-24,2021-11-13,2023-09-23,2440.178513338041,11,True,25,Female,Rural
1042,2022-11-07,2023-02-02,2023-10-19,795.5371404313404,8,True,19,Female,Rural
1043,2021-02-18,2022-05-09,2023-07-08,4996.03045624101,0,False,50,Female,Urban
1044,2021-07-07,2021-08-24,2023-08-19,492.2481919402883,2,True,24,Male,Suburban
1045,2022-03-11,2022-04-20,2023-07-02,2885.4755183864545,11,True,53,Female,Suburban
1046,2022-10-17,2023-03-19,2023-07-30,3934.780555907036,8,True,50,Female,Suburban
1047,2021-05-13,2021-07-21,2023-12-13,1855.8327531246641,3,True,36,Male,Suburban
1048,2022-04-26,2022-09-03,2023-10-13,878.7036465681609,6,True,25,Female,Rural
1049,2021-08-02,2023-03-26,2023-11-17,648.5944816274784,8,False,25,Male,Urban
1050,2021-12-05,2023-03-31,2023-11-19,3235.4098470079434,6,False,33,Male,Urban
1051,2022-05-19,2023-09-24,2023-06-24,4404.906936756068,1,False,47,Female,Rural
1052,2021-11-22,2023-09-15,2023-09-28,3048.6405421310433,6,False,20,Female,Rural
1053,2022-10-26,2023-02-27,2023-11-15,3796.1668076099572,3,True,66,Female,Suburban
1054,2022-07-12,2024-05-18,2023-12-15,2102.7910163197257,0,False,18,Male,Rural
1055,2022-04-02,2022-06-03,2023-11-26,3239.088895603811,12,True,21,Female,Rural
1056,2021-07-16,2021-11-23,2023-08-26,1331.8992978676351,12,True,22,Male,Urban
1057,2021-01-09,2021-04-15,2023-07-22,3519.1919468868828,2,True,32,Male,Urban
1058,2022-09-23,2024-04-11,2023-07-04,2908.9805599533584,0,False,68,Female,Urban
1059,2022-09-02,2022-12-02,2023-11-19,266.50925473333206,10,True,47,Male,Urban
1060,2021-11-29,2022-02-18,2023-09-10,1796.8032968570712,3,True,28,Male,Rural
1061,2022-04-29,2024-03-23,2023-09-22,2203.222679356472,3,False,46,Male,Suburban
1062,2021-02-24,2022-01-05,2023-09-22,5928.690333210091,0,False,29,Female,Rural
1063,2021-08-16,2021-09-23,2023-09-02,3626.4274124485614,6,True,39,Female,Urban
1064,2021-09-28,2022-02-22,2023-08-26,3433.0761086650314,6,True,52,Female,Rural
1065,2022-12-16,2023-04-30,2023-07-28,1168.9084495922962,4,True,59,Male,Rural
1066,2022-09-06,2023-10-13,2023-11-25,3965.342634040366,7,False,59,Male,Rural
1067,2021-11-14,2023-02-10,2023-10-03,5423.65452063534,1,False,47,Female,Rural
1068,2022-03-29,2023-06-20,2023-07-04,1830.5589756326872,1,False,69,Male,Rural
1069,2021-04-01,2021-07-04,2023-07-02,2841.5138846665154,5,True,20,Female,Suburban
1070,2022-07-04,2024-04-27,2023-12-29,2712.6169713499626,2,False,41,Female,Suburban
1071,2021-03-12,2022-11-17,2023-07-18,3142.8497201510863,7,False,43,Male,Urban
1072,2021-05-29,2022-11-22,2023-11-18,917.8367573430232,0,False,60,Female,Rural
1073,2021-03-01,2021-08-24,2023-11-14,1426.369598692118,10,True,23,Female,Rural
1074,2021-04-05,2021-09-04,2023-08-04,3359.656741769109,3,True,28,Female,Rural
1075,2022-02-28,2022-04-03,2023-06-28,1620.4249260334277,6,True,28,Male,Rural
1076,2021-04-11,2022-01-17,2023-08-10,5180.6863397929765,9,False,64,Male,Urban
1077,2021-03-13,2022-10-21,2023-12-05,202.51173647655918,8,False,66,Female,Urban
1078,2022-09-13,2024-07-30,2023-07-01,1838.225864593324,4,False,54,Female,Rural
1079,2021-01-01,2021-06-29,2023-11-30,457.8737764319697,7,True,54,Male,Suburban
1080,2021-01-16,2021-06-14,2023-12-26,3603.949696632729,6,True,25,Female,Rural
1081,2022-11-16,2023-02-08,2023-07-15,2973.918436218107,11,True,39,Female,Suburban
1082,2021-12-25,2022-02-08,2023-07-02,496.5184210772597,5,True,36,Female,Rural
1083,2021-05-08,2022-11-26,2023-06-13,385.4170476055007,0,False,68,Female,Urban
1084,2022-07-22,2022-11-22,2023-10-30,1905.3926553488668,10,True,23,Male,Urban
1085,2021-03-10,2021-05-28,2023-08-17,2881.8416941740134,9,True,19,Female,Urban
1086,2022-07-11,2022-12-20,2023-06-27,2513.7782558381837,9,True,36,Male,Suburban
1087,2021-11-14,2023-03-01,2023-09-19,749.6860107803907,5,False,41,Male,Rural
1088,2022-11-27,2023-02-16,2023-11-18,217.00535421704927,3,True,24,Female,Rural
1089,2022-10-18,2022-12-24,2023-08-26,3159.947370833972,10,True,58,Male,Suburban
1090,2021-10-16,2022-02-12,2023-10-05,1214.9685760830598,5,True,31,Male,Suburban
1091,2021-06-06,2021-09-10,2023-10-28,2184.5096694954573,7,True,31,Female,Suburban
1092,2022-06-01,2023-07-16,2023-12-01,7155.486693861473,3,False,67,Female,Suburban
1093,2021-04-18,2022-04-03,2023-11-18,4746.479670381062,9,False,24,Male,Rural
1094,2021-04-12,2022-10-21,2023-07-23,2464.6501693589607,7,False,48,Female,Urban
1095,2021-08-03,2021-10-13,2023-12-21,1256.2219133549822,12,True,36,Male,Suburban
1096,2021-03-06,2022-07-19,2023-09-01,3055.0817157060787,1,False,29,Male,Suburban
1097,2021-06-16,2021-11-03,2023-10-01,876.4831288382594,12,True,69,Male,Rural
1098,2022-04-13,2022-11-21,2023-10-14,3181.4289777817894,3,False,52,Female,Urban
1099,2021-08-07,2022-09-24,2023-06-22,311.66283105170965,2,False,42,Male,Urban
1100,2021-11-19,2022-12-07,2023-11-09,417.4356741881965,0,False,40,Male,Suburban
1101,2021-05-10,2021-10-24,2023-09-13,1159.8112953281104,8,True,18,Female,Rural
1102,2021-04-14,2022-10-22,2023-07-22,5320.48828359856,0,False,59,Female,Suburban
1103,2022-01-18,2022-04-07,2023-07-03,1502.768882733524,7,True,50,Female,Rural
1104,2021-09-26,2021-11-08,2023-12-10,2976.308091859081,9,True,37,Female,Rural
1105,2022-07-04,2023-11-08,2023-06-17,2537.3278604495863,0,False,18,Male,Suburban
1106,2021-02-06,2021-07-24,2023-09-18,2313.988493353925,6,True,53,Male,Rural
1107,2021-01-01,2022-04-27,2023-07-25,3991.81400864224,4,False,23,Male,Urban
1108,2022-01-06,2023-11-19,2023-09-04,3203.8233873736112,7,False,63,Male,Rural
1109,2021-03-09,2021-06-11,2023-07-11,3434.6482314693176,4,True,39,Male,Suburban
1110,2021-06-13,2021-10-12,2023-09-27,1443.9787095984746,3,True,47,Female,Urban
1111,2022-01-28,2022-06-26,2023-08-25,2092.5783271419095,9,True,25,Male,Urban
1112,2022-06-02,2023-06-04,2023-09-27,1782.7698794722014,0,False,52,Female,Suburban
1113,2022-06-30,2022-09-04,2023-09-20,1189.6675652678994,9,True,66,Female,Suburban
1114,2021-08-06,2022-09-10,2023-10-16,5517.5344042061415,5,False,59,Female,Suburban
1115,2022-05-21,2022-07-28,2023-09-20,2821.4935341812325,9,True,58,Male,Suburban
1116,2022-06-02,2022-07-30,2023-10-12,2649.226874709137,3,True,44,Male,Suburban
1117,2021-05-03,2023-04-12,2023-06-06,3005.271537443371,6,False,54,Male,Rural
1118,2021-12-08,2022-12-02,2023-09-05,2570.85948533449,6,False,61,Female,Suburban
1119,2021-08-07,2022-07-27,2023-08-06,589.5880847946326,6,False,22,Female,Suburban
1120,2022-11-05,2023-03-22,2023-08-15,613.9711806542846,7,True,66,Male,Suburban
1121,2021-06-25,2021-07-28,2023-11-15,3805.641101120825,11,True,34,Male,Urban
1122,2022-02-21,2022-10-13,2023-06-26,3590.7468246172903,0,False,20,Male,Suburban
1123,2021-03-22,2021-06-02,2023-12-10,2294.340436375415,11,True,61,Female,Suburban
1124,2021-08-09,2021-10-05,2023-09-20,2182.3219699372576,12,True,27,Male,Urban
1125,2021-12-31,2022-08-02,2023-11-13,3136.013020192539,0,False,62,Female,Suburban
1126,2022-01-27,2022-05-20,2023-06-29,812.764633479618,9,True,29,Male,Rural
1127,2022-09-18,2024-03-19,2023-09-13,1065.4760455635092,2,False,38,Male,Urban
1128,2021-07-02,2022-08-22,2023-08-22,5411.660898308993,0,False,48,Female,Rural
1129,2022-12-14,2023-01-22,2023-06-07,1972.9085985958832,9,True,38,Male,Suburban
1130,2021-10-29,2023-03-26,2023-06-23,3200.456167935097,2,False,26,Male,Rural
1131,2021-03-07,2021-04-18,2023-10-01,1356.0015576160608,10,True,36,Female,Suburban
1132,2022-10-15,2023-04-12,2023-09-28,2912.8107214720267,4,True,53,Male,Suburban
1133,2022-01-26,2022-05-25,2023-12-10,3366.5317369770873,6,True,28,Female,Suburban
1134,2022-06-12,2022-10-11,2023-11-14,605.2015193581832,12,True,25,Male,Rural
1135,2021-12-08,2022-11-26,2023-10-10,1468.927602860834,4,False,50,Male,Rural
1136,2022-11-13,2024-06-28,2023-12-13,1051.2684962652659,3,False,57,Male,Rural
1137,2021-04-05,2021-09-26,2023-11-11,615.2434261644972,6,True,51,Male,Rural
1138,2021-01-16,2021-07-08,2023-08-07,2792.160093769099,8,True,30,Female,Urban
1139,2021-08-22,2021-10-27,2023-11-04,936.3071325437987,8,True,41,Male,Rural
1140,2021-04-13,2021-07-07,2023-07-26,2566.4978380055873,9,True,43,Male,Suburban
1141,2022-07-27,2022-11-06,2023-12-17,827.910755975068,4,True,31,Female,Urban
1142,2022-04-17,2024-04-04,2023-07-14,5611.512576303434,6,False,48,Female,Suburban
1143,2021-08-03,2021-12-13,2023-07-13,2191.8855838187405,11,True,32,Female,Rural
1144,2021-07-01,2023-05-29,2023-12-26,2168.7983745709003,0,False,20,Male,Suburban
1145,2022-09-15,2023-11-05,2023-07-14,1812.6408981455718,3,False,25,Female,Rural
1146,2021-12-31,2022-09-18,2023-08-23,5636.270434561815,2,False,53,Male,Urban
1147,2021-05-09,2022-08-07,2023-07-09,5692.119017826963,7,False,47,Male,Rural
1148,2022-06-30,2023-09-09,2023-12-14,6659.196513765934,9,False,43,Female,Urban
1149,2021-01-22,2021-04-27,2023-08-27,1877.005259127882,2,True,39,Male,Urban
1150,2021-03-24,2023-03-03,2023-08-25,5580.7280482816805,1,False,60,Male,Urban
1151,2022-02-22,2023-03-12,2023-09-08,1375.5424048011398,5,False,66,Female,Urban
1152,2021-12-14,2022-05-23,2023-09-30,784.1780358328325,12,True,21,Female,Suburban
1153,2022-07-22,2024-06-29,2023-06-07,3667.942911192293,4,False,38,Male,Rural
1154,2021-07-11,2021-10-12,2023-07-22,2146.304119701717,10,True,67,Male,Rural
1155,2022-09-23,2022-11-08,2023-09-09,2980.600142800474,11,True,32,Male,Urban
1156,2022-06-14,2022-07-16,2023-07-14,1209.5248297308274,11,True,30,Female,Urban
1157,2021-09-01,2023-07-07,2023-09-26,956.9192940284524,1,False,34,Male,Rural
1158,2022-03-23,2022-05-18,2023-07-08,2421.636185047269,10,True,19,Male,Urban
1159,2021-04-10,2021-11-21,2023-06-11,5538.828705920071,3,False,58,Female,Suburban
1160,2021-04-01,2021-09-20,2023-09-19,3153.5663510296677,6,True,23,Male,Suburban
1161,2021-11-07,2022-08-09,2023-11-10,2154.6097176924754,4,False,34,Male,Rural
1162,2021-11-11,2022-11-06,2023-10-25,4474.717503611144,6,False,33,Female,Urban
1163,2022-11-09,2022-12-31,2023-09-16,3509.992086332187,4,True,60,Female,Suburban
1164,2021-07-18,2021-09-13,2023-10-13,3237.1305539574814,11,True,38,Male,Suburban
1165,2022-08-10,2023-01-31,2023-10-31,1880.9419307227024,10,True,26,Male,Suburban
1166,2021-09-29,2022-02-14,2023-10-02,1829.063868565724,6,True,31,Female,Urban
1167,2022-03-05,2022-04-20,2023-07-14,2052.8644189979927,1,True,64,Female,Rural
1168,2021-01-18,2022-12-20,2023-06-07,3611.251721018689,1,False,35,Female,Suburban
1169,2021-12-14,2023-10-19,2023-07-26,3494.2983816344295,5,False,56,Female,Suburban
1170,2021-11-01,2022-11-01,2023-10-21,1174.867388935491,0,False,39,Female,Rural
1171,2021-10-27,2021-11-27,2023-06-13,992.5700228240428,11,True,28,Male,Rural
1172,2021-11-11,2023-04-13,2023-10-11,4657.064779168515,3,False,35,Male,Suburban
1173,2022-03-23,2023-04-19,2023-12-19,2401.7089589584307,0,False,69,Female,Suburban
1174,2021-07-01,2021-09-27,2023-12-06,546.9816530257283,12,True,21,Male,Urban
1175,2022-12-03,2024-10-31,2023-12-26,777.5786802829906,7,False,31,Female,Urban
1176,2022-09-16,2023-11-24,2023-11-21,2755.4631833431145,8,False,64,Male,Suburban
1177,2022-02-10,2022-05-26,2023-12-22,2197.372390616452,10,True,29,Male,Urban
1178,2021-10-14,2022-02-23,2023-11-28,1526.7595150001687,6,True,61,Male,Rural
1179,2022-04-02,2023-01-05,2023-10-19,4562.4473892239,8,False,54,Male,Suburban
1180,2022-07-21,2023-08-26,2023-11-10,5214.24613295296,2,False,41,Female,Rural
1181,2022-04-15,2022-09-29,2023-07-01,4013.072587181164,6,True,52,Female,Rural
1182,2021-08-20,2022-02-28,2023-12-26,5267.176684545339,0,False,27,Female,Rural
1183,2021-07-02,2022-05-26,2023-11-05,4941.838868819821,8,False,49,Male,Suburban
1184,2022-05-22,2022-07-16,2023-12-06,3021.3679347728926,10,True,59,Male,Rural
1185,2022-12-11,2023-03-09,2023-09-17,1965.3991235171986,10,True,52,Female,Rural
1186,2021-12-12,2023-10-06,2023-09-13,5507.920659211094,9,False,58,Female,Suburban
1187,2022-08-21,2022-12-15,2023-08-29,3860.5641689320555,1,True,64,Male,Suburban
1188,2022-09-29,2022-11-08,2023-09-11,3514.1080353910515,2,True,47,Male,Urban
1189,2022-11-05,2023-11-06,2023-08-12,6104.575539283796,0,False,26,Male,Suburban
1190,2022-10-21,2024-01-19,2023-06-02,6450.5729842324745,1,False,18,Male,Suburban
1191,2022-09-30,2023-03-12,2023-08-09,2934.866058559058,13,True,65,Female,Urban
1192,2021-09-07,2023-03-01,2023-11-09,941.3555689845052,5,False,67,Female,Rural
1193,2022-12-05,2024-11-02,2023-07-11,474.3746822436355,5,False,38,Male,Suburban
1194,2021-05-18,2022-08-20,2023-10-26,4894.041017156109,5,False,45,Female,Urban
1195,2022-02-25,2022-05-23,2023-09-09,3564.9788751149204,6,True,64,Male,Rural
1196,2021-04-18,2022-09-09,2023-11-26,5586.457720097517,3,False,69,Male,Rural
1197,2021-06-19,2022-10-03,2023-07-31,4427.01840756524,4,False,22,Female,Suburban
1198,2022-10-21,2023-05-15,2023-10-25,2597.6557515612517,0,False,32,Female,Suburban
1199,2022-01-19,2022-04-11,2023-06-26,1549.5828848405056,9,True,66,Male,Suburban
1200,2022-06-12,2023-11-17,2023-12-02,5989.508183318752,6,False,64,Male,Suburban
1201,2021-08-09,2021-09-19,2023-06-20,1653.0304739581602,6,True,50,Female,Rural
1202,2022-11-10,2022-12-25,2023-12-01,1891.703695845313,6,True,59,Male,Suburban
1203,2022-01-08,2023-05-22,2023-07-11,1132.7629356377256,0,False,47,Female,Rural
1204,2021-09-10,2022-11-12,2023-10-18,2485.305503931938,5,False,35,Male,Rural
1205,2021-07-05,2021-10-24,2023-09-16,2091.819714627392,5,True,37,Male,Rural
1206,2021-08-17,2022-01-12,2023-06-05,2968.5481360017525,3,True,58,Female,Rural
1207,2022-10-17,2023-01-08,2023-12-27,3573.095009173062,12,True,50,Male,Suburban
1208,2021-11-04,2023-08-22,2023-06-13,3005.2840722013484,0,False,46,Female,Suburban
1209,2021-07-27,2023-04-10,2023-10-17,2293.3550883023017,8,False,29,Male,Rural
1210,2022-03-24,2023-09-19,2023-09-27,515.9736841314733,0,False,21,Female,Urban
1211,2022-11-06,2023-04-10,2023-11-10,3060.3209768216675,9,True,33,Male,Rural
1212,2022-05-15,2023-11-01,2023-07-18,4266.583865305009,3,False,39,Female,Urban
1213,2022-09-08,2022-12-02,2023-10-25,866.3519425857326,9,True,20,Female,Rural
1214,2021-09-05,2023-04-01,2023-09-15,7095.481163202723,0,False,34,Female,Urban
1215,2021-10-14,2021-12-04,2023-08-27,1238.190819343975,6,True,49,Male,Suburban
1216,2022-06-18,2023-12-06,2023-07-15,899.4274903408748,0,False,31,Male,Urban
1217,2021-04-01,2022-11-25,2023-10-09,4202.749829166838,4,False,28,Male,Urban
1218,2022-08-30,2024-05-10,2023-06-05,3500.12873711934,7,False,32,Female,Urban
1219,2022-10-03,2022-11-16,2023-09-19,2076.1742498553444,2,True,30,Female,Urban
1220,2022-04-24,2022-08-19,2023-12-18,386.07311573195346,10,True,50,Male,Urban
1221,2021-06-07,2021-10-04,2023-10-27,3490.000199299642,10,True,58,Female,Rural
1222,2022-03-16,2022-07-30,2023-06-06,1816.966765053269,2,True,34,Male,Suburban
1223,2021-04-15,2021-06-09,2023-08-27,2261.27736664954,13,True,60,Female,Rural
1224,2022-04-01,2022-06-03,2023-09-25,3015.6911471237763,5,True,67,Female,Rural
1225,2022-07-14,2022-08-22,2023-07-28,1287.5296901858662,2,True,25,Female,Rural
1226,2022-05-16,2022-11-07,2023-11-01,1673.476825554684,11,True,55,Male,Suburban
1227,2021-07-08,2023-04-27,2023-09-09,4063.3306177859563,4,False,69,Male,Rural
1228,2021-07-02,2022-10-28,2023-10-12,2370.8891514124743,3,False,29,Female,Urban
1229,2021-06-13,2021-09-01,2023-10-07,1143.5658627100404,5,True,61,Female,Rural
1230,2022-05-02,2022-08-13,2023-06-17,795.6764616537913,3,True,36,Female,Urban
1231,2022-08-10,2023-01-29,2023-12-22,2069.8188208864235,9,True,64,Female,Rural
1232,2022-04-13,2022-07-23,2023-12-11,1290.6004683423876,9,True,61,Male,Rural
1233,2022-02-19,2022-03-26,2023-07-18,859.6411618973966,13,True,36,Male,Suburban
1234,2021-11-24,2023-10-24,2023-08-20,483.03661196681867,1,False,65,Male,Suburban
1235,2022-08-07,2024-01-13,2023-11-21,2206.129332008345,2,False,55,Female,Suburban
1236,2021-10-10,2022-03-21,2023-09-02,3293.633901371596,10,True,48,Male,Urban
1237,2021-02-04,2021-06-28,2023-07-06,4021.9954783357057,6,True,47,Male,Suburban
1238,2021-05-19,2022-03-28,2023-09-10,2007.4769252994713,5,False,51,Female,Urban
